ID,CNTYFIPS,Ori,State,Agency,Agentype,Solved,Year,Month,Homicide,Situation,VicAge,VicSex,VicRace,VicEthnic,OffAge,OffSex,OffRace,OffEthnic,Weapon,Relationship,Circumstance,Subcircum,VicCount,OffCount,MSA
201806008MDBPD00,"Baltimore city, MD",MDBPD00,Maryland,Baltimore,Municipal police,No,2018,June,Murder and non-negligent manslaughter,Single victim/unknown offender(s),30.0,Female,Black,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Baltimore-Towson, MD"
201010002OK07205,"Tulsa, OK",OK07205,Oklahoma,Tulsa,Municipal police,Yes,2010,October,Murder and non-negligent manslaughter,Single victim/single offender,32.0,Female,Black,Unknown or not reported,38.0,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Wife,All suspected felony type,,0,0,"Tulsa, OK"
201010498NY03030,"New York, NY",NY03030,New York,New York,Municipal police,No,2010,October,Murder and non-negligent manslaughter,Single victim/unknown offender(s),30.0,Male,Black,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Circumstances undetermined,,0,0,"New York-New Jersey-Long Island, NY-NJ"
201803004KS08901,"Shawnee, KS",KS08901,Kansas,Topeka,Municipal police,Yes,2018,March,Murder and non-negligent manslaughter,Single victim/single offender,34.0,Male,Black,Not of Hispanic origin,29.0,Male,Black,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Stranger,Robbery,,0,0,"Topeka, KS"
201210001GA12700,"Stephens, GA",GA12700,Georgia,Stephens County,Sheriff,Yes,2012,October,Murder and non-negligent manslaughter,Single victim/multiple offenders,22.0,Male,White,Unknown or not reported,15.0,Male,White,Unknown or not reported,Rifle,Stranger,Burglary,,0,1,Rural Georgia
201204019MI82349,"Wayne, MI",MI82349,Michigan,Detroit,Municipal police,Yes,2012,April,Murder and non-negligent manslaughter,Single victim/multiple offenders,35.0,Male,Black,Unknown or not reported,20.0,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Narcotic drug laws,,0,1,"Detroit-Warren-Livonia, MI"
201001001MI36036,"Iron, MI",MI36036,Michigan,State Police: Iron County,Primary state LE,Yes,2010,January,Murder and non-negligent manslaughter,Single victim/single offender,47.0,Female,White,Unknown or not reported,50.0,Male,White,Unknown or not reported,Shotgun,Other - known to victim,Other arguments,,0,0,Rural Michigan
201112001WA00604,"Clark, WA",WA00604,Washington,Washougal,Municipal police,Yes,2011,December,Murder and non-negligent manslaughter,Multiple victims/single offender,50.0,Female,White,Unknown or not reported,47.0,Male,White,Unknown or not reported,"Handgun - pistol, revolver, etc",Wife,Other,,1,0,"Portland-Vancouver-Beaverton, OR-WA"
201112024ILCPD00,"Cook, IL",ILCPD00,Illinois,Chicago,Municipal police,Yes,2011,December,Murder and non-negligent manslaughter,Multiple victims/single offender,34.0,Male,Black,Unknown or not reported,26.0,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Acquaintance,Other arguments,,1,0,"Chicago-Naperville-Joliet, IL-IN-WI"
201707101OK07205,"Tulsa, OK",OK07205,Oklahoma,Tulsa,Municipal police,Yes,2017,July,Murder and non-negligent manslaughter,Single victim/single offender,48.0,Male,Black,Not of Hispanic origin,39.0,Female,Black,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Husband,Other arguments,,0,0,"Tulsa, OK"
201311013MDBPD00,"Baltimore city, MD",MDBPD00,Maryland,Baltimore,Municipal police,No,2013,November,Murder and non-negligent manslaughter,Single victim/unknown offender(s),31.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Baltimore-Towson, MD"
201906002NM00101,"Bernalillo, NM",NM00101,New Mexico,Albuquerque,Municipal police,No,2019,June,Murder and non-negligent manslaughter,Single victim/single offender,40.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Circumstances undetermined,,0,0,"Albuquerque, NM"
201506001CO06202,"Weld, CO",CO06202,Colorado,Greeley,Municipal police,Yes,2015,June,Murder and non-negligent manslaughter,Single victim/multiple offenders,50.0,Male,White,Unknown or not reported,26.0,Male,White,Unknown or not reported,"Handgun - pistol, revolver, etc",Stranger,Felon killed by police,Felon attacked police officer,0,1,"Greeley, CO"
201107001PA00219,"Allegheny, PA",PA00219,Pennsylvania,Penn Hills,Municipal police,No,2011,July,Murder and non-negligent manslaughter,Single victim/unknown offender(s),36.0,Male,Black,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Other - not specified,,0,0,"Pittsburgh, PA"
201012001TX07904,"Fort Bend, TX",TX07904,Texas,Stafford,Municipal police,Yes,2010,December,Murder and non-negligent manslaughter,Multiple victims/multiple offenders,60.0,Male,White,Hispanic origin,18.0,Male,White,Hispanic origin,"Handgun - pistol, revolver, etc",Acquaintance,Other arguments,,1,3,"Houston-Sugar Land-Baytown, TX"
201211005LA01702,"East Baton Rouge, LA",LA01702,Louisiana,Baton Rouge,Municipal police,Yes,2012,November,Murder and non-negligent manslaughter,Single victim/single offender,31.0,Male,Black,Unknown or not reported,,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Baton Rouge, LA"
201706002MN02711,"Hennepin, MN",MN02711,Minnesota,Minneapolis,Municipal police,No,2017,June,Murder and non-negligent manslaughter,Single victim/unknown offender(s),37.0,Male,Black,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Minneapolis-St. Paul-Bloomington, MN-WI"
201908002CA03906,"San Joaquin, CA",CA03906,California,Tracy,Municipal police,Yes,2019,August,Murder and non-negligent manslaughter,Single victim/single offender,64.0,Male,Asian,Not of Hispanic origin,21.0,Male,White,Not of Hispanic origin,Knife or cutting instrument,Stranger,Circumstances undetermined,,0,0,"Stockton, CA"
201508001KS02901,"Ford, KS",KS02901,Kansas,Dodge City,Municipal police,Yes,2015,August,Murder and non-negligent manslaughter,Single victim/single offender,55.0,Male,White,Unknown or not reported,59.0,Male,White,Unknown or not reported,"Firearm, type not stated",Friend,Other arguments,,0,0,Rural Kansas
201105001PA04803,"Northampton, PA",PA04803,Pennsylvania,Bethlehem,Municipal police,Yes,2011,May,Murder and non-negligent manslaughter,Single victim/single offender,38.0,Female,White,Hispanic origin,41.0,Male,White,Hispanic origin,"Handgun - pistol, revolver, etc",Wife,Other arguments,,0,0,"Allentown-Bethlehem-Easton, PA-NJ"
201501001GA08700,"Laurens, GA",GA08700,Georgia,Laurens County,Sheriff,Yes,2015,January,Murder and non-negligent manslaughter,Single victim/single offender,25.0,Male,White,Unknown or not reported,29.0,Male,White,Unknown or not reported,"Handgun - pistol, revolver, etc",Stranger,Other,,0,0,Rural Georgia
201509001CA01942,"Los Angeles, CA",CA01942,California,Los Angeles,Municipal police,No,2015,September,Murder and non-negligent manslaughter,Single victim/unknown offender(s),28.0,Male,White,Hispanic origin,,Unknown,Unknown,Unknown or not reported,Knife or cutting instrument,Relationship not determined,Juvenile gang killings,,0,0,"Los Angeles-Long Beach, CA"
201407035ILCPD00,"Cook, IL",ILCPD00,Illinois,Chicago,Municipal police,No,2014,July,Murder and non-negligent manslaughter,Single victim/unknown offender(s),13.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Juvenile gang killings,,0,0,"Chicago-Naperville-Joliet, IL-IN-WI"
201406001SC02901,"Lancaster, SC",SC02901,South Carolina,Lancaster,Municipal police,Yes,2014,June,Murder and non-negligent manslaughter,Single victim/single offender,48.0,Male,Black,Unknown or not reported,29.0,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Other family,Circumstances undetermined,,0,0,Rural South Carolina
201907006CA03400,"Sacramento, CA",CA03400,California,Sacramento County,Sheriff,Yes,2019,July,Murder and non-negligent manslaughter,Single victim/single offender,64.0,Male,White,Not of Hispanic origin,38.0,Male,White,Not of Hispanic origin,"Blunt object - hammer, club, etc",Other - known to victim,Circumstances undetermined,,0,0,"Sacramento-Roseville, CA"
201107585FL05602,"St. Lucie, FL",FL05602,Florida,Port St. Lucie,Municipal police,Yes,2011,July,Murder and non-negligent manslaughter,Single victim/single offender,47.0,Female,White,Unknown or not reported,17.0,Male,White,Unknown or not reported,"Blunt object - hammer, club, etc",Mother,Other,,0,0,"Port St. Lucie-Fort Pierce, FL"
201201001KY01906,"Campbell, KY",KY01906,Kentucky,Newport,Municipal police,No,2012,January,Murder and non-negligent manslaughter,Single victim/unknown offender(s),37.0,Male,White,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Circumstances undetermined,,0,0,"Cincinnati-Middletown, OH-KY-IN"
201810001IN01003,"Clark, IN",IN01003,Indiana,Jeffersonville,Municipal police,No,2018,October,Murder and non-negligent manslaughter,Single victim/unknown offender(s),49.0,Male,White,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Robbery,,0,0,"Louisville, KY-IN"
201305001ND00800,"Burleigh, ND",ND00800,North Dakota,Burleigh County,Sheriff,Yes,2013,May,Murder and non-negligent manslaughter,Single victim/single offender,62.0,Female,White,Unknown or not reported,36.0,Male,White,Unknown or not reported,"Blunt object - hammer, club, etc",Mother,Other arguments,,0,0,"Bismarck, ND"
201105001SC04000,"Richland, SC",SC04000,South Carolina,Richland County,Sheriff,Yes,2011,May,Murder and non-negligent manslaughter,Single victim/single offender,24.0,Female,White,Unknown or not reported,28.0,Male,White,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Circumstances undetermined,,0,0,"Columbia, SC"
201704001MI33843,"Ingham, MI",MI33843,Michigan,Lansing Township,Municipal police,Yes,2017,April,Murder and non-negligent manslaughter,Single victim/single offender,47.0,Male,Black,Unknown or not reported,24.0,Male,Black,Unknown or not reported,Knife or cutting instrument,Stranger,Other arguments,,0,0,"Lansing-East Lansing, MI"
201211001WV02002,"Kanawha, WV",WV02002,West Virginia,Charleston,Municipal police,No,2012,November,Murder and non-negligent manslaughter,Single victim/unknown offender(s),39.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Circumstances undetermined,,0,0,"Charleston, WV"
201103589FL00603,"Broward, FL",FL00603,Florida,Fort Lauderdale,Municipal police,No,2011,March,Murder and non-negligent manslaughter,Single victim/unknown offender(s),42.0,Male,White,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Personal weapons, includes beating",Relationship not determined,Other,,0,0,"Miami-Fort Lauderdale, FL"
201112001PA06702,"York, PA",PA06702,Pennsylvania,York,Municipal police,No,2011,December,Murder and non-negligent manslaughter,Single victim/unknown offender(s),30.0,Male,White,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Stranger,Robbery,,0,0,"York-Hanover, PA"
201608005TX10100,"Harris, TX",TX10100,Texas,Harris County,Sheriff,Yes,2016,August,Murder and non-negligent manslaughter,Single victim/single offender,25.0,Male,Black,Not of Hispanic origin,27.0,Male,Black,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Relationship not determined,Other,,0,0,"Houston-Sugar Land-Baytown, TX"
201805001AZ00300,"Coconino, AZ",AZ00300,Arizona,Coconino County,Sheriff,Yes,2018,May,Manslaughter by negligence,Single victim/single offender,94.0,Male,White,Hispanic origin,70.0,Male,White,Not of Hispanic origin,Other or type unknown,Wife,All other manslaughter by negligence,,0,0,"Flagstaff, AZ"
201208004NC02601,"Cumberland, NC",NC02601,North Carolina,Fayetteville,Municipal police,No,2012,August,Murder and non-negligent manslaughter,Single victim/unknown offender(s),22.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Other arguments,,0,0,"Fayetteville, NC"
201912002CO00100,"Adams, CO",CO00100,Colorado,Adams County,Sheriff,Yes,2019,December,Murder and non-negligent manslaughter,Single victim/single offender,21.0,Female,White,Not of Hispanic origin,1.0,Male,White,Hispanic origin,"Handgun - pistol, revolver, etc",Other - known to victim,Circumstances undetermined,,0,0,"Denver-Aurora, CO"
201105216FL03800,"Levy, FL",FL03800,Florida,Levy County,Sheriff,Yes,2011,May,Murder and non-negligent manslaughter,Single victim/single offender,24.0,Male,White,Unknown or not reported,15.0,Male,White,Unknown or not reported,Knife or cutting instrument,Relationship not determined,All other manslaughter by negligence,,0,0,Rural Florida
201703001SC00803,"Berkeley, SC",SC00803,South Carolina,Goose Creek,Municipal police,Yes,2017,March,Murder and non-negligent manslaughter,Single victim/multiple offenders,53.0,Male,White,Not of Hispanic origin,27.0,Female,White,Not of Hispanic origin,Knife or cutting instrument,Friend,Other arguments,,0,1,"Charleston-North Charleston, SC"
201808001NC04102,"Guilford, NC",NC04102,North Carolina,Greensboro,Municipal police,No,2018,August,Murder and non-negligent manslaughter,Single victim/unknown offender(s),36.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Greensboro-High Point, NC"
201305002MD01721,"Prince George's, MD",MD01721,Maryland,Prince George's County Police Department,County police,Yes,2013,May,Murder and non-negligent manslaughter,Single victim/multiple offenders,44.0,Male,Black,Unknown or not reported,19.0,Male,Black,Unknown or not reported,Other or type unknown,Relationship not determined,Circumstances undetermined,,0,3,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
201608005MA01301,"Suffolk, MA",MA01301,Massachusetts,Boston,Municipal police,Yes,2016,August,Murder and non-negligent manslaughter,Single victim/single offender,28.0,Male,Black,Not of Hispanic origin,28.0,Male,White,Hispanic origin,"Firearm, type not stated",Relationship not determined,Circumstances undetermined,,0,0,"Boston-Cambridge-Quincy, MA-NH"
201304001CA03706,"San Diego, CA",CA03706,California,Escondido,Municipal police,Yes,2013,April,Murder and non-negligent manslaughter,Single victim/single offender,35.0,Male,Unknown,Unknown or not reported,58.0,Male,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Acquaintance,Other arguments,,0,0,"San Diego-Carlsbad-San Marcos, CA"
201104612FL05900,"Seminole, FL",FL05900,Florida,Seminole County,Sheriff,Yes,2011,April,Murder and non-negligent manslaughter,Single victim/multiple offenders,21.0,Male,Black,Unknown or not reported,41.0,Male,Black,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Other - not specified,,0,1,"Orlando-Kissimmee, FL"
201511101OK01400,"Cleveland, OK",OK01400,Oklahoma,Cleveland County,Sheriff,Yes,2015,November,Murder and non-negligent manslaughter,Single victim/single offender,38.0,Female,White,Not of Hispanic origin,31.0,Male,White,Not of Hispanic origin,"Blunt object - hammer, club, etc",Wife,Other arguments,,0,0,"Oklahoma City, OK"
201809005NV00202,"Clark, NV",NV00202,Nevada,North Las Vegas,Municipal police,No,2018,September,Murder and non-negligent manslaughter,Single victim/unknown offender(s),37.0,Male,White,Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Las Vegas-Paradise, NV"
